image_path,bridges_any,bridges_damage,buildings_affected,buildings_any,buildings_destroyed,buildings_major,buildings_minor,debris_any,flooding_any,flooding_structures,roads_any,roads_damage,trees_any,trees_damage,water_any
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_TS_Nicole_Nov_2022\Source\23-1-4047\A0006\DSC_3021.JPG,0.00060389814,0.0004895843,0.112773076,0.008535302,0.0010746825,0.00027262387,0.0051131854,0.0013182047,0.008113108,0.005170399,0.064780526,0.01151364,0.54953796,0.0018408964,0.2182173
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0023A\1_000_02_199.jpg,0.029133715,0.007941941,0.030220805,0.14469023,0.0017013766,0.002709036,0.0037988452,0.016171435,0.02513541,0.0047711744,0.6183692,0.0023942844,0.48224658,0.014803144,0.051976427
D:\ladidataset\ladi_v2_resized\v2\images_resized\9157\616220\DSC_8094_7e56e35a-0666-42dc-9332-9d69c2d071b9.jpg,0.004420474,0.0012305406,0.46299398,0.67231804,0.008809331,0.0015843343,0.03209058,0.0013327363,0.062181547,0.023204895,0.29385126,0.027668893,0.9475331,0.004437296,0.2763835
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3472\A0003\0_000_00_240.jpg,0.017894864,0.00068181637,0.0069491467,0.42825603,4.6859037e-05,4.3479416e-05,5.82876e-05,0.0009731102,0.0019584238,0.00043367696,0.47221905,0.00034029922,0.8292636,0.005085161,0.038311783
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_TS_Nicole_Nov_2022\Source\23-1-4047\A0014\1_000_05_045.jpg,0.002302382,0.00041598955,0.00046737614,0.019425275,0.0002550232,7.688605e-05,0.0009056869,0.0013010616,0.001015959,0.00047857477,0.015982704,0.00071213034,0.55360794,0.0040908195,0.03778949
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618252\0_000_115418db45-09dd-432e-abef-a59cd5f1f51c.jpg,0.010876546,0.00093759684,0.091587454,0.99008965,0.0020110158,0.0019685014,0.01174554,0.0025332165,0.008996118,0.007170279,0.8267789,0.04820968,0.07217172,0.004805753,0.103649884
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3472\A0045\0_000_12_081.jpg,3.0599596e-05,2.545782e-09,3.7422845e-07,0.9943311,0.0003720522,4.8328286e-11,0.039380483,0.00014287884,3.7318273e-08,5.2350792e-08,0.9995603,4.7921e-06,0.99645823,7.482867e-05,0.124673195
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3472\A0008\1_000_05_282.jpg,0.031356066,0.0012766393,0.05695824,0.97489005,0.0011251412,0.00077602745,0.02783919,0.0012880592,0.004216771,0.00030089906,0.8553439,0.0013880943,0.6220983,0.015567395,0.18163666
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_KY_Flooding_July_2022\Source\22-1-5611\A0027\0_000_03_086.jpg,0.02186027,0.011265532,0.049165353,0.07567443,0.009919096,0.00419244,0.026582433,0.023902027,0.020163545,0.008917412,0.015818615,0.012671648,0.67020535,0.040207054,0.32777455
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_Hur_Ian_Sept_2022\Source\23-1-3141\A0001\1_000_03_199.jpg,0.029960766,0.0017507001,0.059949376,0.8574602,0.0009279069,0.00023262117,0.0006222451,0.0051388163,0.008561907,0.0051299166,0.9662986,0.025970303,0.7106627,0.0001741158,0.0087090945
D:\ladidataset\ladi_v2_resized\v2\images_resized\3042\291544\DSC_0756_d007b51d-f06d-4ed5-906f-7d88d3cba40b.jpg,0.0062940554,0.0005692301,0.07605095,0.61867875,0.00026066715,0.000372093,0.00075092487,0.0015903072,0.0011057552,0.00020112054,0.25705245,0.006690464,0.9809357,0.000378676,0.5206401
D:\ladidataset\ladi_v2_resized\v2\images_resized\3042\291501\DSC_0272_243257e7-5acc-49cf-9457-4dc10996bbfb.jpg,0.0069016446,2.5212963e-05,0.008499336,0.99985397,0.00042287516,0.00018015645,0.0012492322,0.0011054735,0.00020934564,0.00029171834,0.9999944,0.00022267947,0.994144,0.0031132097,0.6103235
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_TS_Nicole_Nov_2022\Source\23-1-4047\A0020\0_000_04_010.jpg,0.0038132095,0.0020245498,0.009488657,0.08223196,0.00091615616,0.0008678602,0.00329981,0.013270123,0.0026697002,0.0013386512,0.011359197,0.0031952702,0.5971153,0.011847353,0.1928408
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618290\1_000_04a9d65934-818f-4965-bde1-72dea7c00bf2.jpg,0.078498766,0.0061387904,0.01160039,0.8011354,0.008204484,0.015469078,0.014748119,0.0054447902,0.055748407,0.0057699024,0.90019006,0.0030549124,0.5652431,0.003992978,0.14259706
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_MS_Tornadoes_MAR_2023\Source\23-1-4838\A0008-C\0_000_02_043.jpg,0.005772513,0.00039301225,0.0024849644,0.074272536,0.001787791,0.0018479024,0.018705914,0.014124797,0.002476168,0.0003625045,0.078393646,0.005362627,0.5923114,0.16551498,0.40388963
D:\ladidataset\ladi_v2_resized\v2\images_resized\9074\613769\DSC_6403_b8cf7b20-b1b7-40c0-96bd-cbca73ce1d4b.jpg,0.0062877117,0.0007011808,0.0055564446,0.0025639166,0.0016687338,0.0007422574,0.011303156,0.0021676507,0.019025484,0.0018778134,0.0033441766,0.001047422,0.399564,0.0100511545,0.20614791
D:\ladidataset\ladi_v2_resized\v2\images_resized\9213\618242\1_000_028224d4b6-e6da-4f1b-8f5b-c1ff0d425591.jpg,0.44488272,0.0024315512,0.0038060632,0.103016354,0.00024709408,0.00026512233,0.00063365,0.002157922,0.008819742,0.00063619186,0.72496027,0.0006582836,0.43626353,0.0021153018,0.08066632
D:\ladidataset\ladi_v2_resized\v2\images_resized\CAP_-_HI_Wildfires_Aug_2023\Source\23-C-5605\A0002_WALDO_AerialNadir\0_000_00_003.jpg,0.0058867666,0.009270685,0.17421906,0.699044,0.007134887,0.023425758,0.025192346,0.02212747,0.0004322215,0.0012329891,0.29523468,0.00010594345,0.6434783,0.07497257,0.0760929
